"Date","Aevo","ApeX","Avantis","Bluefin","Drift Protocol","dYdX v3","dYdX v4","GMX","Holdstation","Hyperliquid","Jupiter","KTX Finance","Level Finance","Mux Protocol","Perpetual Protocol","RabbitX","Synthetix","Vertex Protocol"
"04-Apr-25","6904727.230327895","347806610.05148005","13505379.99995951","107415211.83775","186432270.91154903","","293494552.188016","192078001.36417887","17986570.41","7751080977.472289","388825331.77995","0","119507.64603361218","2713333.1789459493","154445.3000752881","278804686.499208","11492615.54346292","46948000.23472724"
"05-Apr-25","4911636.950845482","405299715.47985","8389888.118672062","74817214.16710998","78406143.19438395","","67183300.7086","85119031.03581083","16773523.8","2430774311.148821","132145109.70681","0","1507.800396011964","71526.63236497817","34117.57245365891","115986894.838415","1844010.944510725","16755795.090996416"
"06-Apr-25","10992192.430279305","388908527.0535251","17462658.5443152","91447661.12361","172945281.855226","","252812995.0266","258875657.15692222","19271921.15","7538397804.353547","605292089.629104","10.712566637818492","397.3966619018943","15063643.592696663","355514.7477463451","278706640.921761","16455220.81411196","44437481.84681615"
"07-Apr-25","18932890.71036276","482539864.01143","52322850.74064343","111622268.95276001","275760101.8348","","516435708.443911","456969249.0887085","25258746.27","13309974115.711725","752871923.139084","1361.8792979824382","193798.15059564207","22559029.40931707","638367.1393423512","394458592.411124","33292628.90531081","85337815.42476833"
"08-Apr-25","7951830.415342693","269397687.16750497","17516227.94748093","91356966.3037","145321239.509534","","242411206.305042","489200261.2289463","33091171.63","7663480477.189618","324217609.085247","72.81859566903178","52289.58749170192","4900390.71265652","210059.2567853476","259690514.243077","14986132.53942499","49205004.289521486"
"09-Apr-25","12073069.057037154","371060293.365335","15032929.83964582","97721705.13513002","204376979.670854","","430826831.115659","845803360.1332146","18353196.69","12444620477.978674","563829363.694463","0","37677.55574480868","17949792.344538175","349384.9178397151","337153718.303405","22858198.15633237","65411439.81693899"
"10-Apr-25","13055753.466726596","251647161.84605998","11736928.74733974","77512568.27783999","99368439.81199998","","193744979.909663","696160409.4871829","17098812.02","7229336568.384925","346052307.739085","0","101738.5449723313","2352457.5552793336","189330.1567066098","206531701.28629","26320925.10016534","45321609.306965366"
"11-Apr-25","8583352.570740988","278866855.54341996","9789503.479888547","81176064.22464","119164511.51721504","","244072593.83597898","366214379.9448234","14075321.85","5544362890.154929","327722948.92843","0","","997133.6173049659","90441.64292140912","182468385.532686","14339594.29383727","44317575.52964334"
"12-Apr-25","6129942.746437291","309788923.416945","14371987.19389318","73825305.06105","124020304.45712897","","177560444.0283","318798855.62373286","3866941.79","4949382648.127315","323770090.835746","0","","3771572.9833564316","74693.82445254216","168490694.222139","11260249.10697711","30838584.430510174"
"13-Apr-25","5891644.35839262","328372884.96096","10987507.41002434","76716393.74589","103412167.81139699","","218966063.07272202","991164120.6228901","17836226.9","6199138478.012778","276251414.118366","0","","11854016.295916747","87943.53995854067","180559732.505405","8640677.802017583","39137266.87765817"
"14-Apr-25","6478714.561839951","281138678.93387496","17882976.10844889","50933998.18598","147980512.3818189","","309672906.939227","190513423.65410763","18060295.73","","280365552.471293","0","1390.274668365898","430245.4170418883","102803.1675550253","166286568.405668","8009580.470846198","39184456.6257179"
